"Empresas:";"046-QUATAI"
"Almoxarifados:";"GRUPO CSC, INICIALIZAR KM PEÇAS, DESATIVADO, VIÇOTUR, TRES FRONTEIRAS, PARACATU VENDAS, PARACATU, TRES MARIAS, VAZANTE, JOAO PINHEIRO, VARZEA DA PALMA, LASSANCE, CORINTO, JACOBINA, PRIMUS TURISMO, ITABIRA, TEIXEIRAS, VIÇOSA SERVICE, JUATUBA, DESATIVADO, SANFER VIÇOSA, SANFER ITABIRITO, VIACAO VICOSA, ANSAL VITORINO, ANSAL BANDEIRANTES, VIAÇÃO NOROESTE, LAFAIETE, CONGONHAS, GRANBERY EMPREENDIMENTOS, RIO BRANCO, GODINHOS, UNAI, ALTO HORIZONTE, POUSO ALEGRE, ALMOXAIRFADO LAJU, PLANALTO VIÇOSA, CURVELO, ARIPUANÃ, UBA, INATIVO - ALTO HORIZONTE, QUATAI, ITAGUAI, ITAPETINGA, AGUA CLARA, ARACAJU, DESATIVADO, BARÃO DE COCAIS, TRANSPORTADORA CARAÇA, BOCAIUVA, MINEIROS, MACHADO, SAO FRANCISCO, CAMAPUÃ, DOURADOS, CRIXAS, JATAI, RIO VERDE, PRIMAVERA, MINACU, RESENDE, VICOSA SERVICOS ITAPETINGA, MOOV, ITABIRITO, ESKAVA MINA, PIRAI, PARAÍBA DO SUL, INATIVO - ITABIRA, INATIVO - JUATUBA, INATIVO - JUATUBA, INATIVO - JUATUBA, INATIVO - ANSAL FILIAL, INATIVO - ANSAL MATRIZ, INATIVO - RIO BRANCO, INATIVO - UBÁ, INATIVO - ITAPETINGA, INATIVO - ITAPETINGA, INATIVO - ITAPETINGA, INATIVO - UNAI, INATIVO - MACUCO, INATIVO - PARACATU, INATIVO - ITABIRITO, INATIVO - ITABIRITO, INATIVO - TRÊS FRONTEIRAS, INATIVO - PARACATU, INATIVO - ITABIRA"
"Grupos de Produtos:";"LUBRIFICANTE, GRAXA E ADITIVOS, PECAS E ACESSORIOS, BORRACHARIA, SINISTRO, BATIDAS E PINTURAS, SERVICOS EXTERNO VEICULAR"
"Subgrupos de Produtos:";"Todos"
"Produto:";"00000000000 a 99999999999"
"Período:";"28/05/2026 a 28/05/2026"
"Tipo de Relatório:";"Detalhado"
"Imprimir PMU:";"Não"
"Quebrar por Subgrupo::";"Não"
"Imprimir Produtos Inativos:";"Sim"
"Imprimir Apenas Produtos Movimentados:";"Nao"
"Imprime Apenas Produtos com Contabilização de Saída:";"Não"

Empresa: 046 - QUATAI
Almoxarifado: 446 - QUATAI
Grupo: 04 - LUBRIFICANTE, GRAXA E ADITIVOS
Produtos;Saldo Ant.;Total (R$);Qtd. Entrada;Valor (R$);Qtd. Saída;Valor (R$);Saldo;Total (R$);Locação;
"11801 - TIRANTE BARRA ESTABILIZADOR DIANTEIR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B7-3";
"12017 - CONICO GRAMPO MOLA LISO 18MM";"4,000";"7,37";"0,000";"0,00";"0,000";"0,00";"4,000";"7,37";"FU-ND-O";
"12301 - BUCHA MOLA FECHADA BRONZE DIANTEIRO ";"15,000";"198,66";"0,000";"0,00";"0,000";"0,00";"15,000";"198,66";"A3-4";
"12335 - BUCHA MOLA FECHADA BRONZE TRASEIRO M";"4,000";"62,28";"0,000";"0,00";"0,000";"0,00";"4,000";"62,28";"A3-4";
"12840 - GRAMPO MOLA TRASEIRO 18X82X440DA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"13196 - GRAMPO MOLA TRASEIRO 18X82X380DA";"7,000";"186,69";"0,000";"0,00";"0,000";"0,00";"7,000";"186,69";"FU-ND-O";
"13307 - CHAVETA PINO MOLA MB1417";"5,000";"9,60";"0,000";"0,00";"0,000";"0,00";"5,000";"9,60";"A3-5";
"13510 - PARAFUSO SEXTAVADO RT ACO8.8 8X50MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"13528 - PARAFUSO SEXTAVADO RT ACO8.8 8X100MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"13536 - PARAFUSO SEXTAVADO RT ACO8.8 10X50MM";"10,000";"9,30";"0,000";"0,00";"0,000";"0,00";"10,000";"9,30";"FU-ND-O";
"13544 - PARAFUSO SEXTAVADO RT ACO8.8 10X100M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"13552 - PARAFUSO SEXTAVADO ACO 8.8 14X80";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"13595 - ARRUELA LISA 9/16 14MM";"100,000";"23,00";"0,000";"0,00";"0,000";"0,00";"100,000";"23,00";"FU-ND-O";
"13609 - PORCA AUTOTRAVANTE 14MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"13650 - ARRUELA PRESSAO 8MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"13668 - ARRUELA PRESSAO 10MM";"100,000";"13,00";"0,000";"0,00";"0,000";"0,00";"100,000";"13,00";"FU-ND-O";
"15164 - SUPORTE BRACO ESTABILIZADOR DIANTEIR";"2,000";"72,37";"0,000";"0,00";"0,000";"0,00";"2,000";"72,37";"B7-3";
"15580 - SUPORTE MOLA DIANTEIRO 4 FUROS 16MM ";"2,000";"138,50";"0,000";"0,00";"0,000";"0,00";"2,000";"138,50";"B7-5";
"16152 - GRAMPO MOLA TRASEIRO 18X82X360DA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"16209 - GRAMPO MOLA DIANTEIRO 18X82X260D";"1,000";"22,40";"0,000";"0,00";"0,000";"0,00";"1,000";"22,40";"FU-ND-O";
"16845 - ALGEMA BALANCIM JUMELO MOLA DIANTEIR";"2,000";"104,13";"0,000";"0,00";"0,000";"0,00";"2,000";"104,13";"A3-4";
"17353 - BUCHA MOLA TRASEIRO 58X30X90 VW8140/";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"18023 - PORCA SEXTAVADO AUTO TRAVANTE 10MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"18180 - ALGEMA ESTABILIZADOR TRASEIRO 3 FURO";"2,000";"53,50";"0,000";"0,00";"0,000";"0,00";"2,000";"53,50";"A2-3";
"20133 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"20141 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"20346 - PINO MOLA CEMENTADO DIANTEIRO MB1417";"6,000";"74,40";"0,000";"0,00";"0,000";"0,00";"6,000";"74,40";"A3-4";
"20354 - PINO MOLA CEMENTADO TRASEIRO 136MM M";"2,000";"33,99";"0,000";"0,00";"0,000";"0,00";"2,000";"33,99";"A3-5";
"20524 - BATENTE MOLA DIANTEIRO MB1418";"2,000";"23,61";"0,000";"0,00";"0,000";"0,00";"2,000";"23,61";"B7-3";
"21059 - PORCA SEXTAVADO ROSCA FINA 8MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"21067 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"21105 - PORCA SEXTAVADO DUPLA 18MM";"10,000";"12,33";"0,000";"0,00";"0,000";"0,00";"10,000";"12,33";"FU-ND-O";
"21148 - PORCA SEXTAVADO PINO CENTRO ROSCA FI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"25046 - SUPORTE MOLA TRASEIRO PARTE DIANTEIR";"5,000";"914,92";"0,000";"0,00";"0,000";"0,00";"5,000";"914,92";"B7-4";
"25054 - SUPORTE MOLA TRASEIRO MB1417";"1,000";"150,00";"0,000";"0,00";"0,000";"0,00";"1,000";"150,00";"B7-4";
"25917 - PORCA SEXTAVADO DUPLA 7/8""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"26671 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"30767 - PINO MOLA 25,32X155MM VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A2";
"31038 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"31097 - MOLA 1ª MESTRE DIANTEIRO 1721MM MB14";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31101 - MOLA 2ª DIANTEIRO REFORCO 875X875 MB";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31119 - MOLA 2ª DIANTEIRO VIRADA 1025X875 MB";"1,000";"236,40";"0,000";"0,00";"0,000";"0,00";"1,000";"236,40";"FU-ND-O";
"31127 - MOLA 3ª DIANTEIRO FURO ABRACADEIRA 1";"1,000";"179,18";"0,000";"0,00";"0,000";"0,00";"1,000";"179,18";"FU-ND-O";
"31135 - MOLA 4ª DIANTEIRO 1226MM MB1418";"2,000";"347,00";"0,000";"0,00";"0,000";"0,00";"2,000";"347,00";"FU-ND-O";
"31143 - MOLA 5ª DIANTEIRO 1004MM MB1417";"3,000";"412,92";"0,000";"0,00";"0,000";"0,00";"3,000";"412,92";"FU-ND-O";
"31151 - MOLA 6ª DIANTEIRO 782MM  MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31160 - MOLA 8ª DIANTEIRO 338MM MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31178 - MOLA 1ª MESTRE TRASEIRO 1900MM MB141";"2,000";"542,08";"0,000";"0,00";"0,000";"0,00";"2,000";"542,08";"FU-ND-O";
"31186 - MOLA 2ª TRASEIRO VIRADA 950x965mm MB";"2,000";"518,96";"0,000";"0,00";"0,000";"0,00";"2,000";"518,96";"FU-ND-O";
"31194 - MOLA 3ª TRASEIRO 1930MM MB1417";"1,000";"249,69";"0,000";"0,00";"0,000";"0,00";"1,000";"249,69";"FU-ND-O";
"31216 - MOLA 4ª TRASEIRO 1562MM MB1417";"2,000";"455,01";"0,000";"0,00";"0,000";"0,00";"2,000";"455,01";"FU-ND-O";
"31241 - MOLA 8ª TRASEIRO 978MM MB1418";"1,000";"143,34";"0,000";"0,00";"0,000";"0,00";"1,000";"143,34";"FU-ND-O";
"31259 - MOLA 9ª TRASEIRO 842MM MB1418";"1,000";"158,20";"0,000";"0,00";"0,000";"0,00";"1,000";"158,20";"FU-ND-O";
"31267 - MOLA 10ª TRASEIRO 353X353 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31275 - MOLA 11ª TRASEIRO 285X285 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31283 - MOLA 12ª TRASEIRO 216X216 MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31291 - MOLA 2ª TRASEIRO 2ª REFORCO MB1417";"1,000";"347,50";"0,000";"0,00";"0,000";"0,00";"1,000";"347,50";"FU-ND-O";
"31305 - MOLA 2ª DIANTEIRO VIRADA 960X875 MB1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31313 - MOLA 3ª DIANTEIRO 875X875 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31321 - MOLA 4ª FURO ABRACADEIRA DIANTEIRO 6";"1,000";"150,72";"0,000";"0,00";"0,000";"0,00";"1,000";"150,72";"FU-ND-O";
"31330 - MOLA 5ª DIANTEIRO 530X530 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31348 - MOLA 6ª FURO ABRACADEIRA DIANTEIRO 4";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31356 - MOLA 7ª DIANTEIRO 310X310 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31364 - MOLA 8ª DIANTEIRO 195X195 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31372 - MOLA 1ª TRASEIRO MESTRE 950X950 MB14";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31381 - MOLA 2ª VIRADA TRASEIRO 1105X965 MB1";"3,000";"786,76";"0,000";"0,00";"0,000";"0,00";"3,000";"786,76";"FU-ND-O";
"31399 - MOLA 3ª TRASEIRO 850X850 MB1417";"1,000";"61,59";"0,000";"0,00";"0,000";"0,00";"1,000";"61,59";"FU-ND-O";
"31402 - MOLA 4ª TRASEIRO 800X800 MB1417";"1,000";"221,95";"0,000";"0,00";"0,000";"0,00";"1,000";"221,95";"FU-ND-O";
"31411 - MOLA 5ª TRASEIRO 750X750 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31429 - MOLA 6ª TRASEIRO 700X700 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31437 - MOLA 7ª TRASEIRO 650X650 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31445 - MOLA 8ª TRASEIRO 600X600 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31453 - MOLA 9ª TRASEIRO 550X550 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"31461 - MOLA 10ª TRASEIRO 315X315 MB1417";"1,000";"220,59";"0,000";"0,00";"0,000";"0,00";"1,000";"220,59";"FU-ND-O";
"31640 - MOLA 6ª DIANTEIRO VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"31666 - MOLA 1ª MESTRE DIANTEIRO 858X858 MB1";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"32166 - PARAFUSO SEXTAVADO ACO8.8 5/16X1""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"32182 - PORCA SEXTAVADO AUTO TRAVANTE 8MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"32344 - PARAFUSO SEXTAVADO RT ACO8.8 6X40MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"32751 - PINO MOLA LONGO DIANTEIRO VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A2";
"32778 - BUCHA MOLA DIANTEIRO METAL VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A2";
"32786 - PINO MOLA 1.1/4X128MM VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A2";
"32794 - BUCHA MOLA TRASEIRO VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A2";
"32808 - MOLA 1ª MESTRE DIANTEIRO VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"32859 - SUPORTE MOLA TRASEIRO LE VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"33219 - PORCA SEXTAVADO 1/2""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"33286 - MOLA 3ª DIANTEIRO VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"33359 - GRAMPO MOLA DIANTEIRO 3/4X104X260";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"33367 - PORCA SEXTAVADO DUPLA 3/4""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"33421 - ALGEMA MOLA H DIANTEIRO VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C";
"33430 - BUCHA BARRA ESTABILIZADORA TRASEIRO ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C";
"33448 - ABRACADEIRA ESTABILIZADOR TRASEIRO V";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C";
"33464 - PLACA APOIO MOLA TRASEIRO VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C";
"33511 - SUPORTE MOLA TRASEIRO PARTE DIANTEIR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"33537 - SUPORTE MOLA DIANTEIRO PARTE TRASEIR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C";
"33561 - MOLA 9ª TRASEIRO VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"33782 - PARAFUSO SEXTAVADO RT ACO8.8 10X40MM";"37,000";"38,60";"0,000";"0,00";"0,000";"0,00";"37,000";"38,60";"FU-ND-O";
"33821 - PORCA SEXTAVADO AUTOTRAVANTE 16MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C";
"35394 - TUBO NYLON BUCHA MOLA DIANTEIRO FURO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"35793 - PINO CENTRO CB 12X8""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A3-5";
"36480 - PARAFUSO SEXTAVADO RT ACO 8.8 8X40MM";"20,000";"6,72";"0,000";"0,00";"0,000";"0,00";"20,000";"6,72";"FU-ND-O";
"36501 - PARAFUSO SEXTAVADO RT ACO8.8 10X80MM";"59,000";"70,80";"0,000";"0,00";"0,000";"0,00";"59,000";"70,80";"FU-ND-O";
"36528 - PARAFUSO SEXTAVADO RT ACO8.8 10X20MM";"50,000";"26,00";"0,000";"0,00";"0,000";"0,00";"50,000";"26,00";"FU-ND-O";
"36544 - PARAFUSO SEXTAVADO RT ACO8.8 10X60MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"36595 - PARAFUSO SEXTAVADO RT ACO8.8 12X60MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"36609 - PARAFUSO SEXTAVADO ACO8.8 14X40MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"36617 - PARAFUSO SEXTAVADO RT ACO 8.8 14X50M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"36951 - MOLA 8ª TENSORA OLHAL TRASEIRO 0,38M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"36978 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"37109 - MOLA 1ª MESTRE TRASEIRO VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"37575 - PARAFUSO SEXTAVADO RP 12X80MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"37591 - PORCA SEXTAVADO ROSCA GROSSA 12MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"38555 - ABRACADEIRA ESTABILIZADOR DIANTEIRO ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"41360 - GRAXEIRA LUBRIFICACAO CURVA 45º 10MM";"12,000";"12,53";"0,000";"0,00";"0,000";"0,00";"12,000";"12,53";"C6-4";
"44075 - PARAFUSO SEXTAVADO ACO8.8 14X100MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"44121 - ARRUELA LISA 12MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"44661 - PORCA SEXTAVADO ROSCA GROSSA ACO8.8 ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"44679 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"44733 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"44806 - PARAFUSO SEXTAVADO ACO8.8 16X50MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"45900 - PARAFUSO SEXTAVADO ACO8.8 RP 16X60MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"46302 - SUPORTE MOLA TRASEIRO PARTE TRASEIRO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C";
"46469 - MOLA 5ª TRASEIRO 1416MM MB1418";"3,000";"524,95";"0,000";"0,00";"0,000";"0,00";"3,000";"524,95";"FU-ND-O";
"46477 - MOLA 6ª TRASEIRO 1270MM MB1418";"2,000";"328,06";"0,000";"0,00";"0,000";"0,00";"2,000";"328,06";"FU-ND-O";
"46485 - MOLA 7ª TRASEIRO 1124MM MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"52299 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"52302 - PARAFUSO SEXTAVADO RP ACO8.8 12X50MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"52639 - PARAFUSO SEXTAVADO ACO 8.8 8X20MM";"100,000";"25,32";"0,000";"0,00";"0,000";"0,00";"100,000";"25,32";"FU-ND-O";
"52701 - PARAFUSO SEXTAVADO ACO 8.8 6X15MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"52728 - PARAFUSO SEXTAVADO ACO 8.8 6X20";"100,000";"14,00";"0,000";"0,00";"0,000";"0,00";"100,000";"14,00";"FU-ND-O";
"55328 - PARAFUSO SEXTAVADO RP ACO8.8 14X30MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"65099 - MOLA 1ª MESTRE BUCHA DIANTEIRO 650X9";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"66796 - BUCHA AMORTECEDOR VW15190";"3,000";"15,41";"0,000";"0,00";"0,000";"0,00";"3,000";"15,41";"C";
"66966 - BUCHA BARRA ESTABILIZADORA OLHAL DIA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C";
"70017 - BUCHA BARRA ESTABILIZADORA BIPARTIDA";"33,000";"237,60";"0,000";"0,00";"8,000";"57,60";"25,000";"180,00";"A5";
"71706 - ARRUELA LISA 16MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"71927 - CONTRAPINO ZINCADO 4,0X40MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"76805 - PORCA SEXTAVADO 14MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"84557 - BATENTE MOLA SUSPENSAO VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C";
"84794 - PINO CENTRO CB DIANTEIRO 8X1/2""";"2,000";"11,60";"0,000";"0,00";"0,000";"0,00";"2,000";"11,60";"A2";
"84808 - PORCA PINO CENTRO DIANTEIRO 12MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"84832 - PINO CENTRO CB TRASEIRO 10X1/2""";"2,000";"19,80";"0,000";"0,00";"0,000";"0,00";"2,000";"19,80";"A2";
"86061 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"86967 - REBITE FERRO ABRACADEIRA MOLA 5/16""";"24,000";"38,40";"0,000";"0,00";"0,000";"0,00";"24,000";"38,40";"B7-3";
"86975 - REBITE FERRO ABRACADEIRA MOLA 3/8""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"B7-6";
"92029 - MOLA 6ª TRASEIRO VW17210";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"92916 - BRACO BARRA ESTABILIZADORA TRASEIRO ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C";
"93220 - MOLA 11ª TRASEIRO VW17230";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"93521 - ENGATE RAPIDO FEMEA 1/4""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"95346 - AMORTECEDOR DIANTEIRO VW15190";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A1";
"131679 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"134091 - BORRACHA AMORTECEDOR MB1417";"4,000";"103,24";"0,000";"0,00";"0,000";"0,00";"4,000";"103,24";"B7-3";
"134724 - BUCHA OLHAL AMORTECEDOR DIANTEIRO MB";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A2-3";
"137413 - PARAFUSO SEXTAVADO RP ACO8.8 8X70MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"139793 - PARAFUSO CENTRO 5X16/11X16";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"144185 - PRISIONEIRO 5/8X5/8X3";"2,000";"36,24";"0,000";"0,00";"0,000";"0,00";"2,000";"36,24";"B6-2";
"150606 - PARAFUSO SEXTAVADO ACO8.8 16X40MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"150967 - PARAFUSO SEXTAVADO ACO8.8 14X70";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"150975 - MOLA 9ª TRASEIRO 550X550 MB1417";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"153346 - PINO CENTRO CB 12X10""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"A3-5";
"156230 - NAO USAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"160211 - PARAFUSO SEXTAVADO RP ACO8.8 16X70MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"160695 - VALVULA NIVELADORA SUSPENSAO TRASEIR";"4,000";"1.044,11";"0,000";"0,00";"0,000";"0,00";"4,000";"1.044,11";"A6-3";
"163686 - PARAFUSO SEXTAVADO 10X75MM ACO 8.8 R";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"166324 - ARRUELA LISA 10MM";"100,000";"11,00";"0,000";"0,00";"0,000";"0,00";"100,000";"11,00";"FU-ND-O";
